path,status,category,included,reason,risk,notes
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E51-FIX01-placeholder-manual-switch-persistence.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E51-FIX02-real-admin-placeholder-switch.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E51-placeholder-layout-mode-restore.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/REPORT-FP-0002-V9-06E51-placeholder-mode-freeze.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_logo_extract/temp.zip,??,report,no,excluded pattern /REPORTS/_fig_logo_extract/,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_compare-hero-img.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_decode-network.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_deep-walk.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_export-service-leaf-hero.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-arrow.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-blobs.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-fig-package002.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-service-leaf-pass-opening.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-services-block2b.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-subdivision-pass1.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_extract-vector-raw.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_fig-services-extract.json,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_hero-asset.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_hero-asset2.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_hero-temp/,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_pass1-trees.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_probe-leaf-hero.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_recon-registry.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_service-leaf-fig-extract.json,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/_walk-subdivision.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/export-o-centre-hero-compare.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/extract-lower-home-corrections-fig.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/extract-lower-home-fig.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/extract-o-centre-images-tabs.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/extract-o-centre-pass.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/extract-o-centre-spig-v1.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/hash-fig-zip-images.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/o-centre-infrastructure-forensics.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/probe-o-centre-hero.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/_fig_parse_temp/resolve-o-centre-tabs.mjs,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/evidence/,??,evidence,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/REPORTS/validation/,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/acf-json/group_fp02_page_layout_mode.json,??,acf_json,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/acf-json/group_fp02_service_general_parity.json,??,acf_json,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/acf-json/group_fp02_service_hero.json,??,acf_json,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/acf-json/group_fp02_service_section_parity.json,??,acf_json,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/architecture/FP-0002-V9-06E29B-FIX-ADMIN-UI-VALIDATION-v1.md,??,doc,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/architecture/FP-0002-V9-06E29B-FIX-EXACT-FIX-PLAN-v1.md,??,doc,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/architecture/FP-0002-V9-06E29B-FIX-FINAL-CONTRACT-v1.md,??,doc,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/architecture/FP-0002-V9-06E29B-FIX-FULL-BACKUP-v1.md,??,doc,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/architecture/FP-0002-V9-06E29B-FIX-IMPLEMENTATION-RESULT-v1.md,??,doc,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/architecture/FP-0002-V9-06E29B-FIX-PRE-FIX-DIAGNOSIS-v1.md,??,doc,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/architecture/FP-0002-V9-06E29B-FIX-ROLLBACK-INSTRUCTIONS-v1.md,??,doc,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/plugins/shpigovsky-core/languages/shpigovsky-core.pot,??,plugin,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/plugins/shpigovsky-core/src/Admin/ServiceLayoutGovernance.php,??,plugin,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/plugins/shpigovsky-core/src/Fields/ServiceGeneralParity.php,??,plugin,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/plugins/shpigovsky-core/src/Fields/ServiceSectionParity.php,??,plugin,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/reports/FP-0002-V9-06E29B-FIX-OCENTRE-ADMIN-UI-FIELD-VISIBILITY-REPORT-v1.md,??,report,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/assets/css/admin-home-acf.css,??,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/assets/css/service-child-services.css,??,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/assets/favicon/,??,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/assets/images/,??,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/inc/favicon.php,??,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/inc/program-direction-helpers.php,??,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/inc/service-general-helpers.php,??,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/inc/service-section-helpers.php,??,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/inc/services-hub-vendors.php,??,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/languages/shpigovsky.pot,??,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/page-templates/generic.php,??,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/generic/,??,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/child-services.php,??,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/theme/shpigovsky/template-parts/service/placeholder-stack.php,??,theme,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/rewrite-flush-micro-gate/_orch-state.json,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/rewrite-flush-micro-gate/_post-snapshot.json,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/rewrite-flush-micro-gate/_runner.php,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d1-runtime-delivery-rerun/_generate_docs.py,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d1-runtime-delivery-rerun/_runner.py,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d1-runtime-delivery-rerun/runner-summary.json,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d1-runtime-delivery/,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d3-content-migration-planning/_generate_planning_docs.py,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d3-content-migration-planning/_inventory_readonly.php,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d4-minimal-content-seed-rerun/_probe.php,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d4-minimal-content-seed-rerun/_probe_perm.php,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d7a-runtime-delivery/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d7b-runtime-delivery/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d7c-runtime-delivery/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d7d-runtime-delivery/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d7e-runtime-delivery/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d7f-final-route-qa/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d7f-final-route-qa/_generate_docs.py,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d7f-final-route-qa/_runner.py,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d7f-final-route-qa/_screenshots.mjs,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8-content-seed-planning/_generate_d8_planning.py,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8a-site-options-seed/_site_options_seed_runner.php,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8b-home-content-seed/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8b-home-content-seed/_home_content_seed_runner.php,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8b-home-content-seed/_screenshots.mjs,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8c-services-mvp-content-seed/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8c-services-mvp-content-seed/_screenshots.mjs,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8c-services-mvp-content-seed/_services_content_seed_runner.php,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8d-services-hub-content-seed/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8d-services-hub-content-seed/_generate_docs.py,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8d-services-hub-content-seed/_screenshots.mjs,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8d-services-hub-content-seed/_services_hub_content_seed_runner.php,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8e-contacts-content-seed/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8e-contacts-content-seed/_contacts_content_seed_runner.php,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8e-contacts-content-seed/_screenshots.mjs,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8g-post-seed-qa/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8g-post-seed-qa/_runner.py,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d8g-post-seed-qa/_screenshots.mjs,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9a-visual-parity-audit/_audit_runner.mjs,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9a-visual-parity-audit/node_modules/,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9a-visual-parity-audit/package.json,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9c-home-hero-parity-repair/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9c-home-hero-parity-repair/_d9c_runner.mjs,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9d-home-main-footer-static-v9-transplant/_d9d_finalize.py,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9d-home-main-footer-static-v9-transplant/_d9d_transplant_runner.py,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9d-home-main-footer-static-v9-transplant/_d9d_validate.py,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9e-home-slider-vendor-pagination-repair/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9e-home-slider-vendor-pagination-repair/_d9e_runner.mjs,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9f-home-footer-visual-parity-qa/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9f-home-footer-visual-parity-qa/_d9f_runner.mjs,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9g-micro-visual-repair-faq-heading/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9g-micro-visual-repair-faq-heading/_d9g_runner.mjs,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9h-acf-admin-editability-wiring/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9h-acf-admin-editability-wiring/_d9h_runner.mjs,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9i-controlled-acf-seed/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9i-controlled-acf-seed/_d9i_acf_seed_runner.php,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9i-controlled-acf-seed/_d9i_runner.mjs,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9j-media-selection-upload-plan/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9j-media-selection-upload-plan/_d9j_generate_inventory.py,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9j-media-selection-upload-plan/_d9j_readonly_inventory.php,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9j-media-selection-upload-plan/_d9j_runner.mjs,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9k-controlled-media-upload-acf-seed/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9k-controlled-media-upload-acf-seed/_d9k_media_upload_seed_runner.php,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9k-controlled-media-upload-acf-seed/_d9k_runner.mjs,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9l-admin-editor-acf-visibility-repair/_checkpoint-meta-snapshot.json,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9l-admin-editor-acf-visibility-repair/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9l-admin-editor-acf-visibility-repair/_d9l_admin_repair_runner.php,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9l-admin-editor-acf-visibility-repair/_d9l_runner.mjs,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9m-native-page-content-cleanup/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9m-native-page-content-cleanup/_d9m_native_content_cleanup_runner.php,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9m-native-page-content-cleanup/_d9m_runner.mjs,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9n-hide-native-editor-template-pages/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9n-hide-native-editor-template-pages/_d9n_runner.mjs,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9n-hide-native-editor-template-pages/_d9n_runner.php,??,validation_script,yes,E38-E51 accepted FP-0002 scope,low,
workspaces/website-factory-operations/FP-0002-SHPIGOVSKY/WORDPRESS/validation/v9-06d9o-acf-reviews-teaser-required-flag-repair/_chrome-profile-tmp/,??,validation_script,no,excluded pattern /_chrome-profile,low,validation tooling cache
