"keyword_id","phrase","group","decision","reason","commercial_conf","review_status"
"seed-CORV-G06-01-core-подключение-","подключение маркировки 1с","CORV-G06-01","ACTIVE COMMERCIAL","ACTIVE: «подключение маркировки 1с» — заказ услуги «Подключение маркировки в 1С»; ключевые сигналы: подключение, маркировки.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1038","подключение маркировки в 1с","CORV-G06-01","ACTIVE COMMERCIAL","ACTIVE: «подключение маркировки в 1с» — заказ услуги «Подключение маркировки в 1С»; ключевые сигналы: подключение, маркировки.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1084","маркировка в 1с розница настройка номенклатуры","CORV-G06-02","ACTIVE COMMERCIAL","ACTIVE: «маркировка в 1с розница настройка номенклатуры» — заказ услуги «Настройка маркировки в 1С»; ключевые сигналы: маркировка, розница, настройка, номенклатуры.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1081","маркировка моторных масел в 1с розница настройка","CORV-G06-02","ACTIVE COMMERCIAL","ACTIVE: «маркировка моторных масел в 1с розница настройка» — заказ услуги «Настройка маркировки в 1С»; ключевые сигналы: маркировка, моторных, масел, розница, настройка.","HIGH","SEMANTICALLY REVIEWED"
"seed-CORV-G06-02-core-настройка-ма","настройка маркировки 1с","CORV-G06-02","ACTIVE COMMERCIAL","ACTIVE: «настройка маркировки 1с» — заказ услуги «Настройка маркировки в 1С»; ключевые сигналы: настройка, маркировки.","HIGH","SEMANTICALLY REVIEWED"
"seed-CORV-G07-03-core-не-работает-","не работает синхронизация 1с","CORV-G07-03","ACTIVE COMMERCIAL","ACTIVE: «не работает синхронизация 1с» — заказ услуги «Восстановление обмена и синхронизации 1С»; ключевые сигналы: работает, синхронизация.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-2170","не работает синхронизация 1с 8.3","CORV-G07-03","ACTIVE COMMERCIAL","ACTIVE: «не работает синхронизация 1с 8.3» — заказ услуги «Восстановление обмена и синхронизации 1С»; ключевые сигналы: работает, синхронизация, 8.3.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-2209","после обновления 1с не работает синхронизация","CORV-G07-03","ACTIVE COMMERCIAL","ACTIVE: «после обновления 1с не работает синхронизация» — заказ услуги «Восстановление обмена и синхронизации 1С»; ключевые сигналы: после, обновления, работает, синхронизация.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-2207","почему не работает синхронизация в 1с","CORV-G07-03","ACTIVE COMMERCIAL","ACTIVE: «почему не работает синхронизация в 1с» — заказ услуги «Восстановление обмена и синхронизации 1С»; ключевые сигналы: почему, работает, синхронизация.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1760","1с ошибка печатная форма недоступна","CORV-G07-02","ACTIVE COMMERCIAL","ACTIVE: «1с ошибка печатная форма недоступна» — заказ услуги «Устранение ошибок 1С после обновления»; ключевые сигналы: ошибка, печатная, форма, недоступна.","HIGH","SEMANTICALLY REVIEWED"
"seed-CORV-G07-02-core-ошибка-1с","ошибка 1с","CORV-G07-02","ACTIVE COMMERCIAL","ACTIVE: «ошибка 1с» — заказ услуги «Устранение ошибок 1С после обновления»; ключевые сигналы: ошибка.","HIGH","SEMANTICALLY REVIEWED"
"seed-CORV-G07-02-core-ошибка-1с-по","ошибка 1с после обновления","CORV-G07-02","ACTIVE COMMERCIAL","ACTIVE: «ошибка 1с после обновления» — заказ услуги «Устранение ошибок 1С после обновления»; ключевые сигналы: ошибка, после, обновления.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-292","ошибки программиста 1с","CORV-G07-02","ACTIVE COMMERCIAL","ACTIVE: «ошибки программиста 1с» — заказ услуги «Устранение ошибок 1С после обновления»; ключевые сигналы: ошибки, программиста.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-015","1с не работает","CORV-G07-01","ACTIVE COMMERCIAL","ACTIVE: «1с не работает» — заказ услуги «Диагностика и помощь при сбое 1С»; ключевые сигналы: работает.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-2257","почему не работает программа 1с","CORV-G07-01","ACTIVE COMMERCIAL","ACTIVE: «почему не работает программа 1с» — заказ услуги «Диагностика и помощь при сбое 1С»; ключевые сигналы: почему, работает, программа.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-2256","программа 1с не работает","CORV-G07-01","ACTIVE COMMERCIAL","ACTIVE: «программа 1с не работает» — заказ услуги «Диагностика и помощь при сбое 1С»; ключевые сигналы: программа, работает.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-877","1с битрикс документооборот интеграция","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «1с битрикс документооборот интеграция» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: битрикс, документооборот, интеграция.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-874","1с унф битрикс интеграция","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «1с унф битрикс интеграция» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: унф, битрикс, интеграция.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-879","битрикс 24 модуль интеграции с 1с","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «битрикс 24 модуль интеграции с 1с» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: битрикс, модуль, интеграции.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-870","битрикс интеграция с 1с","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «битрикс интеграция с 1с» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: битрикс, интеграция.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-880","битрикс интернет магазины интеграцией 1с","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «битрикс интернет магазины интеграцией 1с» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: битрикс, интернет, магазины, интеграцией.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-861","битрикс сайт интеграция с 1с","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «битрикс сайт интеграция с 1с» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: битрикс, сайт, интеграция.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-863","битрикс управление сайтом интеграция с 1с","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «битрикс управление сайтом интеграция с 1с» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: битрикс, управление, сайтом, интеграция.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-006","интеграция 1с битрикс","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «интеграция 1с битрикс» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: интеграция, битрикс.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-885","интеграция 1с битрикс и битрикс24","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «интеграция 1с битрикс и битрикс24» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: интеграция, битрикс, битрикс24.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-884","интеграция 1с битрикс магазина с 1с","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «интеграция 1с битрикс магазина с 1с» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: интеграция, битрикс, магазина.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-875","интеграция 1с бухгалтерия битрикс","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «интеграция 1с бухгалтерия битрикс» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: интеграция, бухгалтерия, битрикс.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-883","интеграция 1с бухгалтерия и битрикс 24","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «интеграция 1с бухгалтерия и битрикс 24» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: интеграция, бухгалтерия, битрикс.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-871","интеграция 1с и битрикс 24","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «интеграция 1с и битрикс 24» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: интеграция, битрикс.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-876","интеграция битрикс 1с ут","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «интеграция битрикс 1с ут» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: интеграция, битрикс.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-882","интеграция битрикс 1с фреш","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «интеграция битрикс 1с фреш» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: интеграция, битрикс, фреш.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-881","интеграция битрикс 1с erp","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «интеграция битрикс 1с erp» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: интеграция, битрикс, erp.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-886","интеграция битрикс и 1с управление торговлей","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «интеграция битрикс и 1с управление торговлей» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: интеграция, битрикс, управление, торговлей.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-872","интеграция сайта 1с битрикс","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «интеграция сайта 1с битрикс» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: интеграция, сайта, битрикс.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-873","модули интеграции 1с битрикс","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «модули интеграции 1с битрикс» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: модули, интеграции, битрикс.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-878","настройка интеграции 1с и битрикс","CORV-G05-02","ACTIVE COMMERCIAL","ACTIVE: «настройка интеграции 1с и битрикс» — заказ услуги «Интеграция 1С и Битрикс»; ключевые сигналы: настройка, интеграции, битрикс.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-866","1с настройка интеграции с сайтом","CORV-G05-01","ACTIVE COMMERCIAL","ACTIVE: «1с настройка интеграции с сайтом» — заказ услуги «Интеграция 1С с сайтом»; ключевые сигналы: настройка, интеграции, сайтом.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-865","1с унф интеграция с сайтом","CORV-G05-01","ACTIVE COMMERCIAL","ACTIVE: «1с унф интеграция с сайтом» — заказ услуги «Интеграция 1С с сайтом»; ключевые сигналы: унф, интеграция, сайтом.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-005","интеграция 1с с сайтом","CORV-G05-01","ACTIVE COMMERCIAL","ACTIVE: «интеграция 1с с сайтом» — заказ услуги «Интеграция 1С с сайтом»; ключевые сигналы: интеграция, сайтом.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-860","интеграция сайта с 1с","CORV-G05-01","ACTIVE COMMERCIAL","ACTIVE: «интеграция сайта с 1с» — заказ услуги «Интеграция 1С с сайтом»; ключевые сигналы: интеграция, сайта.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-868","интеграция сайта с 1с по api","CORV-G05-01","ACTIVE COMMERCIAL","ACTIVE: «интеграция сайта с 1с по api» — заказ услуги «Интеграция 1С с сайтом»; ключевые сигналы: интеграция, сайта, api.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-867","обмена с сайтом 1с интеграция","CORV-G05-01","ACTIVE COMMERCIAL","ACTIVE: «обмена с сайтом 1с интеграция» — заказ услуги «Интеграция 1С с сайтом»; ключевые сигналы: обмена, сайтом, интеграция.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-869","сайт личного кабинета интеграция с 1с","CORV-G05-01","ACTIVE COMMERCIAL","ACTIVE: «сайт личного кабинета интеграция с 1с» — заказ услуги «Интеграция 1С с сайтом»; ключевые сигналы: сайт, личного, кабинета, интеграция.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1976","синхронизация сайта 1с","CORV-G05-01","ACTIVE COMMERCIAL","ACTIVE: «синхронизация сайта 1с» — заказ услуги «Интеграция 1С с сайтом»; ключевые сигналы: синхронизация, сайта.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-862","управление сайтом интеграция с 1с","CORV-G05-01","ACTIVE COMMERCIAL","ACTIVE: «управление сайтом интеграция с 1с» — заказ услуги «Интеграция 1С с сайтом»; ключевые сигналы: управление, сайтом, интеграция.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-2074","1с касса синхронизация розница","CORV-G05-03","ACTIVE COMMERCIAL","ACTIVE: «1с касса синхронизация розница» — заказ услуги «Интеграция 1С с кассой»; ключевые сигналы: касса, синхронизация, розница.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-2109","1с касса синхронизация с бухгалтерией","CORV-G05-03","ACTIVE COMMERCIAL","ACTIVE: «1с касса синхронизация с бухгалтерией» — заказ услуги «Интеграция 1С с кассой»; ключевые сигналы: касса, синхронизация, бухгалтерией.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-2157","1с мобильная касса настройка синхронизации","CORV-G05-03","ACTIVE COMMERCIAL","ACTIVE: «1с мобильная касса настройка синхронизации» — заказ услуги «Интеграция 1С с кассой»; ключевые сигналы: мобильная, касса, настройка, синхронизации.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1974","1с мобильная касса синхронизация","CORV-G05-03","ACTIVE COMMERCIAL","ACTIVE: «1с мобильная касса синхронизация» — заказ услуги «Интеграция 1С с кассой»; ключевые сигналы: мобильная, касса, синхронизация.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-2165","1с мобильная касса синхронизация с 1с бухгалтерия","CORV-G05-03","ACTIVE COMMERCIAL","ACTIVE: «1с мобильная касса синхронизация с 1с бухгалтерия» — заказ услуги «Интеграция 1С с кассой»; ключевые сигналы: мобильная, касса, синхронизация, бухгалтерия.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-2153","1с мобильная касса синхронизация с 1с розница","CORV-G05-03","ACTIVE COMMERCIAL","ACTIVE: «1с мобильная касса синхронизация с 1с розница» — заказ услуги «Интеграция 1С с кассой»; ключевые сигналы: мобильная, касса, синхронизация, розница.","HIGH","SEMANTICALLY REVIEWED"
"seed-CORV-G05-03-core-интеграция-1","интеграция 1с с кассой","CORV-G05-03","ACTIVE COMMERCIAL","ACTIVE: «интеграция 1с с кассой» — заказ услуги «Интеграция 1С с кассой»; ключевые сигналы: интеграция, кассой.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1912","синхронизация 1с касса","CORV-G05-03","ACTIVE COMMERCIAL","ACTIVE: «синхронизация 1с касса» — заказ услуги «Интеграция 1С с кассой»; ключевые сигналы: синхронизация, касса.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-2145","синхронизация 1с унф с кассой","CORV-G05-03","ACTIVE COMMERCIAL","ACTIVE: «синхронизация 1с унф с кассой» — заказ услуги «Интеграция 1С с кассой»; ключевые сигналы: синхронизация, унф, кассой.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1879","1с 8.3 зуп синхронизация","CORV-G05-04","CONTROLLED TEST — JUSTIFIED","controlled_test_justified: Narrow test: users configuring TS PIOT/marking in 1C retail may convert to paid setup for «1с 8.3 зуп синхронизация».","CONTROLLED","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1877","1с бп синхронизация","CORV-G05-04","ACTIVE COMMERCIAL","ACTIVE: «1с бп синхронизация» — заказ услуги «Синхронизация и обмен 1С»; ключевые сигналы: синхронизация.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1888","1с бух синхронизация","CORV-G05-04","ACTIVE COMMERCIAL","ACTIVE: «1с бух синхронизация» — заказ услуги «Синхронизация и обмен 1С»; ключевые сигналы: бух, синхронизация.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1878","1с бухгалтерия 8.3 синхронизация","CORV-G05-04","CONTROLLED TEST — JUSTIFIED","controlled_test_justified: Narrow test: users configuring TS PIOT/marking in 1C retail may convert to paid setup for «1с бухгалтерия 8.3 синхрониза","CONTROLLED","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1875","1с бухгалтерия синхронизация","CORV-G05-04","ACTIVE COMMERCIAL","ACTIVE: «1с бухгалтерия синхронизация» — заказ услуги «Синхронизация и обмен 1С»; ключевые сигналы: бухгалтерия, синхронизация.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1891","1с зуп настройка синхронизации","CORV-G05-04","ACTIVE COMMERCIAL","ACTIVE: «1с зуп настройка синхронизации» — заказ услуги «Синхронизация и обмен 1С»; ключевые сигналы: зуп, настройка, синхронизации.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1880","1с настроить синхронизацию","CORV-G05-04","ACTIVE COMMERCIAL","ACTIVE: «1с настроить синхронизацию» — заказ услуги «Синхронизация и обмен 1С»; ключевые сигналы: настроить, синхронизацию.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1889","1с розница синхронизация","CORV-G05-04","ACTIVE COMMERCIAL","ACTIVE: «1с розница синхронизация» — заказ услуги «Синхронизация и обмен 1С»; ключевые сигналы: розница, синхронизация.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1892","1с сделать синхронизацию","CORV-G05-04","ACTIVE COMMERCIAL","ACTIVE: «1с сделать синхронизацию» — заказ услуги «Синхронизация и обмен 1С»; ключевые сигналы: сделать, синхронизацию.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1890","1с синхронизация зуп бп","CORV-G05-04","ACTIVE COMMERCIAL","ACTIVE: «1с синхронизация зуп бп» — заказ услуги «Синхронизация и обмен 1С»; ключевые сигналы: синхронизация, зуп.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1884","1с унф синхронизация","CORV-G05-04","ACTIVE COMMERCIAL","ACTIVE: «1с унф синхронизация» — заказ услуги «Синхронизация и обмен 1С»; ключевые сигналы: унф, синхронизация.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-012","настройка синхронизации 1с","CORV-G05-04","ACTIVE COMMERCIAL","ACTIVE: «настройка синхронизации 1с» — заказ услуги «Синхронизация и обмен 1С»; ключевые сигналы: настройка, синхронизации.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1874","синхронизация 1с","CORV-G05-04","ACTIVE COMMERCIAL","ACTIVE: «синхронизация 1с» — заказ услуги «Синхронизация и обмен 1С»; ключевые сигналы: синхронизация.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1876","синхронизация 1с 8.3","CORV-G05-04","CONTROLLED TEST — JUSTIFIED","controlled_test_justified: Narrow test: users configuring TS PIOT/marking in 1C retail may convert to paid setup for «синхронизация 1с 8.3».","CONTROLLED","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1882","синхронизация 1с ут","CORV-G05-04","ACTIVE COMMERCIAL","ACTIVE: «синхронизация 1с ут» — заказ услуги «Синхронизация и обмен 1С»; ключевые сигналы: синхронизация.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1886","синхронизация баз 1с","CORV-G05-04","ACTIVE COMMERCIAL","ACTIVE: «синхронизация баз 1с» — заказ услуги «Синхронизация и обмен 1С»; ключевые сигналы: синхронизация, баз.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1885","синхронизация данных в 1с","CORV-G05-04","ACTIVE COMMERCIAL","ACTIVE: «синхронизация данных в 1с» — заказ услуги «Синхронизация и обмен 1С»; ключевые сигналы: синхронизация, данных.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1887","синхронизация документов 1с","CORV-G05-04","ACTIVE COMMERCIAL","ACTIVE: «синхронизация документов 1с» — заказ услуги «Синхронизация и обмен 1С»; ключевые сигналы: синхронизация, документов.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1883","синхронизация зуп и 1с бухгалтерия 8.3","CORV-G05-04","CONTROLLED TEST — JUSTIFIED","controlled_test_justified: Narrow test: users configuring TS PIOT/marking in 1C retail may convert to paid setup for «синхронизация зуп и 1с бухгал","CONTROLLED","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1881","синхронизация между 1с","CORV-G05-04","ACTIVE COMMERCIAL","ACTIVE: «синхронизация между 1с» — заказ услуги «Синхронизация и обмен 1С»; ключевые сигналы: синхронизация, между.","HIGH","SEMANTICALLY REVIEWED"
"seed-CORV-G05-05-core-настройка-об","настройка обмена 1с","CORV-G05-05","ACTIVE COMMERCIAL","ACTIVE: «настройка обмена 1с» — заказ услуги «Настройка обмена 1С»; ключевые сигналы: настройка, обмена.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1221","настройка обмена с честным знаком 1с","CORV-G05-05","REASSIGN GROUP","REASSIGN: «настройка обмена с честным знаком 1с» из CORV-G06-03 в CORV-G05-05 — filter_priority 68 vs current score 50→90.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1181","настройка обмена суз 1с честный знак","CORV-G05-05","REASSIGN GROUP","REASSIGN: «настройка обмена суз 1с честный знак» из CORV-G06-03 в CORV-G05-05 — filter_priority 68 vs current score 65→90.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1259","настройка обмена суз 1с честный знак розница","CORV-G05-05","REASSIGN GROUP","REASSIGN: «настройка обмена суз 1с честный знак розница» из CORV-G06-03 в CORV-G05-05 — filter_priority 68 vs current score 65→90.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1789","1с 7.7 изменить печатную форму","CORV-G03-04","CONTROLLED TEST — JUSTIFIED","controlled_test_justified: Narrow test: users configuring TS PIOT/marking in 1C retail may convert to paid setup for «1с 7.7 изменить печатную форм","CONTROLLED","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1509","1с 8.3 изменить печатную форму счета","CORV-G03-04","CONTROLLED TEST — JUSTIFIED","controlled_test_justified: Narrow test: users configuring TS PIOT/marking in 1C retail may convert to paid setup for «1с 8.3 изменить печатную форм","CONTROLLED","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1417","1с изменить печатную форму счета","CORV-G03-04","HOLD","ACTIVE: «1с изменить печатную форму счета» — заказ услуги «Доработка печатной формы 1С»; ключевые сигналы: изменить, печатную, форму, счета.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1631","1с ут изменить печатную форму","CORV-G03-04","HOLD","ACTIVE: «1с ут изменить печатную форму» — заказ услуги «Доработка печатной формы 1С»; ключевые сигналы: изменить, печатную, форму.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-010","доработка печатной формы 1с","CORV-G03-04","ACTIVE COMMERCIAL","ACTIVE: «доработка печатной формы 1с» — заказ услуги «Доработка печатной формы 1С»; ключевые сигналы: доработка, печатной, формы.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1375","изменить печатную форму 1с 8.3","CORV-G03-04","CONTROLLED TEST — JUSTIFIED","controlled_test_justified: Narrow test: users configuring TS PIOT/marking in 1C retail may convert to paid setup for «изменить печатную форму 1с 8.","CONTROLLED","SEMANTICALLY REVIEWED"
"kw-corv01-011","доработка рмк 1с","CORV-G03-06","ACTIVE COMMERCIAL","ACTIVE: «доработка рмк 1с» — заказ услуги «Настройка РМК в 1С»; ключевые сигналы: доработка, рмк.","HIGH","SEMANTICALLY REVIEWED"
"seed-CORV-G03-06-core-настройка-рм","настройка рмк 1с","CORV-G03-06","ACTIVE COMMERCIAL","ACTIVE: «настройка рмк 1с» — заказ услуги «Настройка РМК в 1С»; ключевые сигналы: настройка, рмк.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1438","1с 3.0 внешние печатные формы","CORV-G03-05","CONTROLLED TEST — JUSTIFIED","controlled_test_justified: Narrow test: users configuring TS PIOT/marking in 1C retail may convert to paid setup for «1с 3.0 внешние печатные формы","CONTROLLED","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1460","1с 8.3 внешние печатные формы упд","CORV-G03-05","CONTROLLED TEST — JUSTIFIED","controlled_test_justified: Narrow test: users configuring TS PIOT/marking in 1C retail may convert to paid setup for «1с 8.3 внешние печатные формы","CONTROLLED","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1434","1с бп внешняя печатная форма","CORV-G03-05","HOLD","ACTIVE: «1с бп внешняя печатная форма» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: внешняя, печатная, форма.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1462","1с бухгалтерия внешние печатные формы","CORV-G03-05","HOLD","ACTIVE: «1с бухгалтерия внешние печатные формы» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: бухгалтерия, внешние, печатные, формы.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1412","1с внешние печатные формы управляемые","CORV-G03-05","HOLD","ACTIVE: «1с внешние печатные формы управляемые» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: внешние, печатные, формы, управляемые.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1334","1с внешняя печатная форма","CORV-G03-05","HOLD","ACTIVE: «1с внешняя печатная форма» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: внешняя, печатная, форма.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1427","1с внешняя печатная форма макет","CORV-G03-05","HOLD","ACTIVE: «1с внешняя печатная форма макет» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: внешняя, печатная, форма, макет.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1388","1с внешняя печатная форма обработки","CORV-G03-05","HOLD","ACTIVE: «1с внешняя печатная форма обработки» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: внешняя, печатная, форма, обработки.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1440","1с внешняя печатная форма счет","CORV-G03-05","HOLD","ACTIVE: «1с внешняя печатная форма счет» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: внешняя, печатная, форма, счет.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1404","1с внешняя печатная форма упд","CORV-G03-05","HOLD","ACTIVE: «1с внешняя печатная форма упд» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: внешняя, печатная, форма, упд.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1420","1с зуп внешняя печатная форма","CORV-G03-05","HOLD","ACTIVE: «1с зуп внешняя печатная форма» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: зуп, внешняя, печатная, форма.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1415","1с отладка внешней печатной формы","CORV-G03-05","HOLD","ACTIVE: «1с отладка внешней печатной формы» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: отладка, внешней, печатной, формы.","HIGH","SEMANTICALLY REVIEWED"
"kw-corv01-disc-1374","1с печать внешней печатной формы","CORV-G03-05","HOLD","ACTIVE: «1с печать внешней печатной формы» — заказ услуги «Внешние отчёты и обработки 1С»; ключевые сигналы: печать, внешней, печатной, формы.","HIGH","SEMANTICALLY REVIEWED"
