"exact path","item type","directory/file","size bytes","size readable","created time","modified time","related wave","protected status","replacement authority","ownership confidence","planned action","deletion risk","reason"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e2-legal-layout-menu-alignment-repair-pre-20260706-041056","backup-pre-E54","directory","1446203","1,38 MB","2026-07-06T04:10:56","2026-07-06T04:10:56","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e20-remove-reviews-alias-from-site-settings-pre-20260708-022042","backup-pre-E54","directory","2221235","2,12 MB","2026-07-08T02:20:42","2026-07-08T02:24:16","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e21-reusable-blocks-batch-2-fields-pre-20260708-024557","backup-pre-E54","directory","2202965","2,10 MB","2026-07-08T02:45:57","2026-07-08T02:45:57","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e22-remove-global-heroes-settings-pre-20260708-034456","backup-pre-E54","directory","1824967","1,74 MB","2026-07-08T03:44:56","2026-07-08T03:47:19","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e24-hero-cta-button-text-per-entity-pre-20260707-212945","backup-pre-E54","directory","1837016","1,75 MB","2026-07-08T04:29:45","2026-07-08T04:29:47","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e24a-service-structured-sections-required-field-polish-pre-20260708T173446Z","backup-pre-E54","directory","2047708","1,95 MB","2026-07-09T00:34:46","2026-07-09T00:34:46","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e25-service-duplicate-feature-pre-20260708T175440Z","backup-pre-E54","directory","2103152","2,01 MB","2026-07-09T00:54:40","2026-07-09T00:54:40","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e25a-service-duplicate-action-visibility-repair-pre-20260708T181644Z","backup-pre-E54","directory","0","","2026-07-09T01:16:44","2026-07-09T01:16:44","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e25a-service-duplicate-action-visibility-repair-pre-20260708T181800Z","backup-pre-E54","directory","2076970","1,98 MB","2026-07-09T01:16:52","2026-07-09T01:18:11","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e26a-about-page-wordpress-acf-port-pre-20260709-115450","backup-pre-E54","directory","2004510","1,91 MB","2026-07-09T18:54:50","2026-07-09T18:54:51","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e26b-blog-archive-wordpress-acf-port-pre-20260709-131602","backup-pre-E54","directory","2022147","1,93 MB","2026-07-09T20:16:02","2026-07-09T20:16:03","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e26c-blog-single-template-wordpress-acf-port-pre-20260709-134116","backup-pre-E54","directory","2023144","1,93 MB","2026-07-09T20:41:16","2026-07-09T20:41:16","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e26c-blog-single-template-wordpress-acf-port-pre-20260709-134131","backup-pre-E54","directory","2027311","1,93 MB","2026-07-09T20:41:31","2026-07-09T20:41:32","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e26d-demo-blog-content-and-visual-qa-pre-20260709-143210","backup-pre-E54","directory","2027303","1,93 MB","2026-07-09T21:32:10","2026-07-09T21:32:11","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e26d-polish-encoding-mojibake-audit-and-fix-pre-20260709-155235","backup-pre-E54","directory","2188560","2,09 MB","2026-07-09T22:52:35","2026-07-09T22:52:39","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e26d-polish-encoding-mojibake-audit-and-fix-pre-20260709-155416","backup-pre-E54","directory","2220569","2,12 MB","2026-07-09T22:54:16","2026-07-09T22:54:20","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e27b-low-risk-obsolete-cleanup-pre-20260709-171947","backup-pre-E54","directory","2041332","1,95 MB","2026-07-10T00:19:47","2026-07-10T00:20:04","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e27d-page-service-ownership-implementation-pre-20260709-183427","backup-pre-E54","directory","2070709","1,97 MB","2026-07-10T01:34:27","2026-07-10T01:34:39","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e29b-fix-ocentre-admin-ui-pre-20260710-134101","backup-pre-E54","directory","2260389","2,16 MB","2026-07-10T13:41:01","2026-07-10T13:41:01","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e29b-fix-ocentre-admin-ui-pre-20260710-134255","backup-pre-E54","directory","2392161","2,28 MB","2026-07-10T13:42:55","2026-07-10T13:42:55","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e29b-fix2c-acf-location-rule-repair-pre-20260710-152257","backup-pre-E54","directory","2440518","2,33 MB","2026-07-10T15:22:57","2026-07-10T15:22:57","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e29b-full-site-backup-pre-20260710-035311","backup-pre-E54","directory","297730826","283,94 MB","2026-07-10T03:53:11","2026-07-10T03:53:18","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e29c-e35-fix01-persistence-before-20260713-032549","backup-pre-E54","directory","118655250","113,16 MB","2026-07-13T03:25:49","2026-07-13T03:32:44","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e29c-structure-completion-pre-20260710T133633Z","backup-pre-E54","directory","118361097","112,88 MB","2026-07-10T20:36:33","2026-07-10T20:36:35","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e30-services-catalog-before-20260712-213642","backup-pre-E54","directory","1487679","1,42 MB","2026-07-12T21:36:42","2026-07-12T21:41:04","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e31-accepted-local-state-before-feedback-20260713-000640","backup-pre-E54","directory","1367077567","1,27 GB","2026-07-13T00:06:40","2026-07-13T00:14:10","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e31-program-pages-links-validation-before-20260712-223200","backup-pre-E54","directory","1592984","1,52 MB","2026-07-12T22:31:22","2026-07-12T22:32:13","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e32-home-services-gallery-before-20260713-003442","backup-pre-E54","directory","118684068","113,19 MB","2026-07-13T00:34:42","2026-07-13T00:35:23","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e33-fix01-uslugi-slider-match-home-before-20260713-014249","backup-pre-E54","directory","119750208","114,20 MB","2026-07-13T01:42:49","2026-07-13T01:45:35","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e33-service-images-uslugi-slider-before-20260713-012211","backup-pre-E54","directory","119907982","114,35 MB","2026-07-13T01:22:11","2026-07-13T01:26:17","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e34-specialists-pages-slider-before-20260713-020509","backup-pre-E54","directory","119840544","114,29 MB","2026-07-13T02:05:09","2026-07-13T02:08:28","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e35-fix01-alcohol-article-image-before-20260713-030319","backup-pre-E54","directory","3395130","3,24 MB","2026-07-13T03:03:19","2026-07-13T03:04:52","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e36-e37-persistence-before-20260713-042025","backup-pre-E54","directory","904762","883,56 KB","2026-07-13T04:20:49","2026-07-13T04:21:22","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e36-home-recovery-life-mobile-before-20260713-034546","backup-pre-E54","directory","120828244","115,23 MB","2026-07-13T03:46:01","2026-07-13T03:46:54","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e37-home-rehabilitation-program-direction-mobile-before-20260713-040259","backup-pre-E54","directory","143025818","136,40 MB","2026-07-13T04:02:59","2026-07-13T04:03:32","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e38-fix01-home-admin-orphan-hygiene-before-20260713-193615","backup-pre-E54","directory","119095592","113,58 MB","2026-07-13T19:36:15","2026-07-13T19:36:29","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e38-home-admin-parity-uslugi-links-before-20260713-190141","backup-pre-E54","directory","119028497","113,51 MB","2026-07-13T19:01:41","2026-07-13T19:02:20","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e39-home-admin-order-localization-before-20260714-001557","backup-pre-E54","directory","118084573","112,61 MB","2026-07-14T00:15:57","2026-07-14T00:16:28","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e40-home-admin-editable-blocks-before-20260714-010957","backup-pre-E54","directory","118124175","112,65 MB","2026-07-14T01:09:57","2026-07-14T01:13:34","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e41-fix01-hero-height-rehab-intro-before-20260714-024847","backup-pre-E54","directory","119080236","113,56 MB","2026-07-14T02:48:47","2026-07-14T02:48:57","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e41-home-admin-hero-toggles-recovery-life-before-20260714-015935","backup-pre-E54","directory","118625493","113,13 MB","2026-07-14T01:59:35","2026-07-14T01:59:49","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e42-home-freeze-accepted-before-next-page-types-20260714-033407","backup-pre-E54","directory","207955418","198,32 MB","2026-07-14T03:34:07","2026-07-14T03:35:44","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e43-fix01-services-category-intro-lead-before-20260714-044434","backup-pre-E54","directory","120642282","115,05 MB","2026-07-14T04:44:34","2026-07-14T04:44:41","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e43-services-hub-admin-parity-before-20260714-040826","backup-pre-E54","directory","120396877","114,82 MB","2026-07-14T04:08:26","2026-07-14T04:08:29","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e44-services-hub-freeze-before-layout-governance-20260714-051559","backup-pre-E54","directory","119448782","113,92 MB","2026-07-14T05:15:59","2026-07-14T05:16:18","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e45-fix01-service-layout-model-before-20260714-180233","backup-pre-E54","directory","121967634","116,32 MB","2026-07-14T18:02:33","2026-07-14T18:07:14","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e45-fix02-rename-alcohol-special-before-20260714-183309","backup-pre-E54","directory","121103074","115,49 MB","2026-07-14T18:33:09","2026-07-14T18:33:42","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e45-fix03-service-layout-selector-simplification-before-20260714-202448","backup-pre-E54","directory","122268475","116,60 MB","2026-07-14T20:24:48","2026-07-14T20:26:44","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e45-service-layout-variant-implementation-before-20260714-163201","backup-pre-E54","directory","121273115","115,66 MB","2026-07-14T16:32:01","2026-07-14T16:37:13","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e46-fix01-service-section-hero-admin-separation-before-20260714-214425","backup-pre-E54","directory","121769375","116,13 MB","2026-07-14T21:44:25","2026-07-14T21:45:49","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e46-fix02-section-repeaters-stages-before-20260714-225532","backup-pre-E54","directory","121344085","115,72 MB","2026-07-14T22:55:32","2026-07-14T22:59:12","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e46-fix03-section-cta-program-fallback-before-20260714-234056","backup-pre-E54","directory","120515319","114,93 MB","2026-07-14T23:40:56","2026-07-14T23:42:01","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e46-fix04-section-admin-cleanup-landscape-before-20260715-002138","backup-pre-E54","directory","120505266","114,92 MB","2026-07-15T00:21:38","2026-07-15T00:21:41","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e46-fix05-section-demo-data-no-template-fallback-before-20260715-004351","backup-pre-E54","directory","120598109","115,01 MB","2026-07-15T00:43:51","2026-07-15T00:46:32","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e46-service-section-admin-parity-zavisimosti-before-20260714-210729","backup-pre-E54","directory","121731080","116,09 MB","2026-07-14T21:07:29","2026-07-14T21:11:14","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e47-fix01-service-general-admin-ux-cleanup-before-20260715-125222","backup-pre-E54","directory","121754301","116,11 MB","2026-07-15T12:52:22","2026-07-15T12:54:59","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e47-fix02-service-general-acf-render-before-20260715-133411","backup-pre-E54","directory","122033925","116,38 MB","2026-07-15T13:34:11","2026-07-15T13:35:48","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e47-fix03-service-general-signs-readmore-before-20260715-160233","backup-pre-E54","directory","123738244","118,01 MB","2026-07-15T16:02:33","2026-07-15T16:04:20","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e47-fix04-service-signs-readmore-toggle-before-20260715-170136","backup-pre-E54","directory","123267650","117,56 MB","2026-07-15T17:01:36","2026-07-15T17:02:03","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e47-service-general-admin-parity-alcohol-before-20260715-114038","backup-pre-E54","directory","120765581","115,17 MB","2026-07-15T11:40:38","2026-07-15T11:45:07","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e47-service-general-freeze-accepted-before-next-phase-20260715-175228","backup-pre-E54","directory","209524892","199,82 MB","2026-07-15T17:52:28","2026-07-15T17:56:53","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e48-representative-services-rollout-before-20260715-203048","backup-pre-E54","directory","212962975","203,10 MB","2026-07-15T20:30:48","2026-07-15T20:34:04","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e49-fix01-restore-315-service-layout-before-20260716-023509","backup-pre-E54","directory","126877604","121,00 MB","2026-07-16T02:35:10","2026-07-16T02:35:26","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e49-full-service-rollout-before-20260715-212933","backup-pre-E54","directory","215749228","205,75 MB","2026-07-15T21:29:33","2026-07-15T21:34:04","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e49-full-service-rollout-freeze-accepted-after-fix01-before-next-phase-20260716-025224","backup-pre-E54","directory","217207189","207,14 MB","2026-07-16T02:52:24","2026-07-16T02:55:18","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e49-full-service-rollout-freeze-accepted-before-next-phase-20260716-021704","backup-pre-E54","directory","219204532","209,05 MB","2026-07-16T02:17:04","2026-07-16T02:19:32","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e50-service-sections-demo-acf-sot-before-20260715-222858","backup-pre-E54","directory","122574378","116,90 MB","2026-07-15T22:28:58","2026-07-15T22:32:45","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e50-service-sections-demo-acf-sot-freeze-accepted-before-next-phase-20260715-230201","backup-pre-E54","directory","210772363","201,01 MB","2026-07-15T23:02:01","2026-07-15T23:04:53","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e51-fix01-placeholder-manual-switch-persistence-before-20260716-001214","backup-pre-E54","directory","122342396","116,67 MB","2026-07-16T00:12:14","2026-07-16T00:13:21","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e51-fix02-real-admin-placeholder-switch-before-20260716-010437","backup-pre-E54","directory","125287972","119,48 MB","2026-07-16T01:04:37","2026-07-16T01:05:17","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e51-placeholder-layout-mode-restore-before-20260715-234500","backup-pre-E54","directory","124236482","118,48 MB","2026-07-15T23:45:00","2026-07-15T23:45:21","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e51-placeholder-mode-freeze-accepted-before-next-phase-20260716-013604","backup-pre-E54","directory","211868316","202,05 MB","2026-07-16T01:36:04","2026-07-16T01:38:55","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e52-generic-pages-demo-acf-sot-placeholder-before-20260716-043208","backup-pre-E54","directory","0","","2026-07-16T04:32:08","2026-07-16T04:32:08","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e52-generic-pages-demo-acf-sot-placeholder-before-20260716-043220","backup-pre-E54","directory","123330257","117,62 MB","2026-07-16T04:32:20","2026-07-16T04:32:57","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e53-admin-ux-section-styling-before-20260716-051631","backup-pre-E54","directory","131819455","125,71 MB","2026-07-16T05:16:31","2026-07-16T05:19:36","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
"X:\MARS-Localhost\backups\wordpress\projects\shpigovsky\v9-06e7b-hero-system-finalization-pre-20260706-185846","backup-pre-E54","directory","1555002","1,48 MB","2026-07-06T18:58:46","2026-07-06T18:58:46","pre-E54","RETAIN_PENDING","later operator map","HIGH","MANUAL_REVIEW","HIGH","Pre-E54; deferred per Phase2 — not first-pass delete"
