slot_id,campaign_id,campaign_name,service,mode,group_id,group_name,phrase,normalized_phrase,source_decision,source_geo,expected_xlsx,authority_source_file,authority_source_row_or_key,status,filename,xlsx_row,bid,landing_url
EXP-000262,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-price-intent,Сопровождение 1С — стоимость,сопровождение 1с бухгалтерия цена,сопровождение 1с бухгалтерия цена,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-price-intent::сопровождение 1с бухгалтерия цена,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,29,370,
EXP-000263,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-price-intent,Сопровождение 1С — стоимость,сопровождение 1с предприятие 8.3 цена,сопровождение 1с предприятие 8.3 цена,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-price-intent::сопровождение 1с предприятие 8.3 цена,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,30,360,
EXP-000264,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-price-intent,Сопровождение 1С — стоимость,сопровождение 1с предприятие цена,сопровождение 1с предприятие цена,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-price-intent::сопровождение 1с предприятие цена,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,31,350,
EXP-000265,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-price-intent,Сопровождение 1С — стоимость,сопровождение 1с стоимость,сопровождение 1с стоимость,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-price-intent::сопровождение 1с стоимость,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,32,340,
EXP-000266,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-price-intent,Сопровождение 1С — стоимость,услуги сопровождения 1с цена,услуги сопровождения 1с цена,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-price-intent::услуги сопровождения 1с цена,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,33,330,
EXP-000267,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-provider-search,Сопровождение 1С — поиск подрядчика,1с компания сопровождение,1с компания сопровождение,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-provider-search::1с компания сопровождение,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,35,400,
EXP-000268,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-provider-search,Сопровождение 1С — поиск подрядчика,фирмы сопровождение 1с,фирмы сопровождение 1с,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-provider-search::фирмы сопровождение 1с,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,36,390,
EXP-000269,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,1с автоматизация сопровождение,1с автоматизация сопровождение,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::1с автоматизация сопровождение,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,38,400,
EXP-000270,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,1с база сопровождение,1с база сопровождение,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::1с база сопровождение,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,39,390,
EXP-000271,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,1с бух сопровождение,1с бух сопровождение,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::1с бух сопровождение,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,40,380,
EXP-000272,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,1с документооборот сопровождение,1с документооборот сопровождение,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::1с документооборот сопровождение,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,41,370,
EXP-000273,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,1с комплексное сопровождение эдо,1с комплексное сопровождение эдо,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::1с комплексное сопровождение эдо,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,42,360,
EXP-000274,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,1с настройка сопровождение,1с настройка сопровождение,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::1с настройка сопровождение,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,43,350,
EXP-000275,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,1с сопровождение в улан удэ,1с сопровождение в улан удэ,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::1с сопровождение в улан удэ,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,44,340,
EXP-000276,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,1с сопровождение москва,1с сопровождение москва,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::1с сопровождение москва,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,45,330,
EXP-000277,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,1с сопровождение трактир,1с сопровождение трактир,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::1с сопровождение трактир,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,46,320,
EXP-000278,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,1с установка сопровождение,1с установка сопровождение,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::1с установка сопровождение,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,47,310,
EXP-000279,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,базы данных 1с сопровождение,базы данных 1с сопровождение,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::базы данных 1с сопровождение,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,48,400,
EXP-000280,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,бухгалтерское сопровождение 1с,бухгалтерское сопровождение 1с,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::бухгалтерское сопровождение 1с,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,49,390,
EXP-000281,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,корп сопровождение 1с,корп сопровождение 1с,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::корп сопровождение 1с,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,50,380,
EXP-000282,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,корпоративное сопровождение 1с,корпоративное сопровождение 1с,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::корпоративное сопровождение 1с,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,51,370,
EXP-000283,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,программист сопровождение 1с,программист сопровождение 1с,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::программист сопровождение 1с,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,52,360,
EXP-000284,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,регулярное сопровождение 1с,регулярное сопровождение 1с,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::регулярное сопровождение 1с,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,53,350,
EXP-000285,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,сервис 1с сопровождение,сервис 1с сопровождение,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::сервис 1с сопровождение,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,54,340,
EXP-000286,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,сопровождение 1с,сопровождение 1с,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::сопровождение 1с,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,55,330,
EXP-000287,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,сопровождение 1с 8,сопровождение 1с 8,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::сопровождение 1с 8,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,56,320,
EXP-000288,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,сопровождение 1с 8.3,сопровождение 1с 8.3,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::сопровождение 1с 8.3,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,57,310,
EXP-000289,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,сопровождение 1с бизнес,сопровождение 1с бизнес,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::сопровождение 1с бизнес,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,58,400,
EXP-000290,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,сопровождение 1с екатеринбург,сопровождение 1с екатеринбург,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::сопровождение 1с екатеринбург,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,59,390,
EXP-000291,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,сопровождение 1с комплексная,сопровождение 1с комплексная,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::сопровождение 1с комплексная,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,60,380,
EXP-000292,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,сопровождение 1с кп,сопровождение 1с кп,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::сопровождение 1с кп,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,61,370,
EXP-000293,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,сопровождение 1с проводки,сопровождение 1с проводки,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::сопровождение 1с проводки,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,62,360,
EXP-000294,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,сопровождение 1с розница,сопровождение 1с розница,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::сопровождение 1с розница,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,63,350,
EXP-000295,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,сопровождение 1с ростов,сопровождение 1с ростов,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::сопровождение 1с ростов,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,64,340,
EXP-000296,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,сопровождение 1с смоленск,сопровождение 1с смоленск,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::сопровождение 1с смоленск,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,65,330,
EXP-000297,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,сопровождение 1с тарифы,сопровождение 1с тарифы,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::сопровождение 1с тарифы,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,66,320,
EXP-000298,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,сопровождение пользователей 1с,сопровождение пользователей 1с,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::сопровождение пользователей 1с,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,67,310,
EXP-000299,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,сопровождение пп 1с,сопровождение пп 1с,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::сопровождение пп 1с,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,68,400,
EXP-000300,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,сопровождение продуктов 1с,сопровождение продуктов 1с,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::сопровождение продуктов 1с,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,69,390,
EXP-000301,CA-02-REMOTE,Корво Неро — Сопровождение 1С — Россия без НСО — поиск,CA-02,REMOTE,ca-02-support-and-maintenance,Сопровождение и обслуживание 1С,сопровождение системы 1с,сопровождение системы 1с,DEPLOYABLE_GROUP_PLAN,REMOTE,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,CORVONERO-CAMPAIGN-V2.6-FINAL-GROUP-PLAN-v1.json,CA-02-REMOTE::ca-02-support-and-maintenance::сопровождение системы 1с,expected_and_present,CORVONERO-CA-02-REMOTE-SOPROVOZHDENIE-1S-COMMANDER-IMPORT-v2.6.1.xlsx,70,380,
