"group_id","keyword","positive_base","negative","level","match_type","result_before","correction","result_after"
"CORV-G05-03","интеграция 1с с кассой","интеграция 1с с кассой","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-03","синхронизация 1с касса","синхронизация 1с касса","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-03","синхронизация 1с касса","синхронизация 1с касса","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-03","синхронизация 1с унф с кассой","синхронизация 1с унф с кассой","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-03","синхронизация 1с унф с кассой","синхронизация 1с унф с кассой","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-06","перенос данных в 1с","перенос данных в 1с","синхронизация","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-06","перенос данных в 1с","перенос данных в 1с","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-06","перенос данных в 1с","перенос данных в 1с","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-06","миграция данных 1с","миграция данных 1с","синхронизация","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-06","миграция данных 1с","миграция данных 1с","обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-06","миграция данных 1с","миграция данных 1с","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с бп синхронизация","1с бп синхронизация","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с бп синхронизация","1с бп синхронизация","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с бух синхронизация","1с бух синхронизация","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с бух синхронизация","1с бух синхронизация","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с бухгалтерия синхронизация","1с бухгалтерия синхронизация","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с бухгалтерия синхронизация","1с бухгалтерия синхронизация","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с зуп настройка синхронизации","1с зуп настройка синхронизации","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с зуп настройка синхронизации","1с зуп настройка синхронизации","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с настроить синхронизацию","1с настроить синхронизацию","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с настроить синхронизацию","1с настроить синхронизацию","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с розница синхронизация","1с розница синхронизация","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с розница синхронизация","1с розница синхронизация","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с сделать синхронизацию","1с сделать синхронизацию","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с сделать синхронизацию","1с сделать синхронизацию","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с синхронизация зуп бп","1с синхронизация зуп бп","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с синхронизация зуп бп","1с синхронизация зуп бп","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с унф синхронизация","1с унф синхронизация","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с унф синхронизация","1с унф синхронизация","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","настройка синхронизации 1с","настройка синхронизации 1с","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","настройка синхронизации 1с","настройка синхронизации 1с","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","синхронизация 1с","синхронизация 1с","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","синхронизация 1с","синхронизация 1с","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","синхронизация 1с ут","синхронизация 1с ут","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","синхронизация 1с ут","синхронизация 1с ут","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","синхронизация баз 1с","синхронизация баз 1с","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","синхронизация баз 1с","синхронизация баз 1с","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","синхронизация данных в 1с","синхронизация данных в 1с","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","синхронизация данных в 1с","синхронизация данных в 1с","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","синхронизация документов 1с","синхронизация документов 1с","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","синхронизация документов 1с","синхронизация документов 1с","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","синхронизация между 1с","синхронизация между 1с","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","синхронизация между 1с","синхронизация между 1с","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с 8.3 зуп синхронизация","1с 8.3 зуп синхронизация","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с 8.3 зуп синхронизация","1с 8.3 зуп синхронизация","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с бухгалтерия 8.3 синхронизация","1с бухгалтерия 8.3 синхронизация","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","1с бухгалтерия 8.3 синхронизация","1с бухгалтерия 8.3 синхронизация","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","синхронизация 1с 8.3","синхронизация 1с 8.3","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","синхронизация 1с 8.3","синхронизация 1с 8.3","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","синхронизация зуп и 1с бухгалтерия 8.3","синхронизация зуп и 1с бухгалтерия 8.3","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-04","синхронизация зуп и 1с бухгалтерия 8.3","синхронизация зуп и 1с бухгалтерия 8.3","настройк обмен","group_cross","STEM_RISK","OK","","PASS"
"CORV-G05-05","настройка обмена 1с","настройка обмена 1с","сайт","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-04","1с изменить печатную форму счета","1с изменить печатную форму счета","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-04","1с изменить печатную форму счета","1с изменить печатную форму счета","создан","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-04","1с ут изменить печатную форму","1с ут изменить печатную форму","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-04","1с ут изменить печатную форму","1с ут изменить печатную форму","создан","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-04","доработка печатной формы 1с","доработка печатной формы 1с","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-04","доработка печатной формы 1с","доработка печатной формы 1с","создан","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-04","1с 7.7 изменить печатную форму","1с 7.7 изменить печатную форму","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-04","1с 7.7 изменить печатную форму","1с 7.7 изменить печатную форму","создан","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-04","1с 8.3 изменить печатную форму счета","1с 8.3 изменить печатную форму счета","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-04","1с 8.3 изменить печатную форму счета","1с 8.3 изменить печатную форму счета","создан","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-04","изменить печатную форму 1с 8.3","изменить печатную форму 1с 8.3","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-04","изменить печатную форму 1с 8.3","изменить печатную форму 1с 8.3","создан","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-06","доработка рмк 1с","доработка рмк 1с","печатная форма","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-06","доработка рмк 1с","доработка рмк 1с","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-06","настройка рмк 1с","настройка рмк 1с","печатная форма","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-06","настройка рмк 1с","настройка рмк 1с","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-05","1с 3.0 внешние печатные формы","1с 3.0 внешние печатные формы","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-05","1с бп внешняя печатная форма","1с бп внешняя печатная форма","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-05","1с бухгалтерия внешние печатные формы","1с бухгалтерия внешние печатные формы","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-05","1с внешние печатные формы управляемые","1с внешние печатные формы управляемые","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-05","1с внешняя печатная форма","1с внешняя печатная форма","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-05","1с внешняя печатная форма макет","1с внешняя печатная форма макет","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-05","1с внешняя печатная форма обработки","1с внешняя печатная форма обработки","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-05","1с внешняя печатная форма счет","1с внешняя печатная форма счет","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-05","1с внешняя печатная форма упд","1с внешняя печатная форма упд","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-05","1с зуп внешняя печатная форма","1с зуп внешняя печатная форма","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-05","1с отладка внешней печатной формы","1с отладка внешней печатной формы","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-05","1с печать внешней печатной формы","1с печать внешней печатной формы","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-05","1с создание внешней печатной формы","1с создание внешней печатной формы","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-05","1с ут внешняя печатная форма","1с ут внешняя печатная форма","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-05","внешняя печатная форма документа 1с","внешняя печатная форма документа 1с","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-05","параметры внешней печатной формы 1с","параметры внешней печатной формы 1с","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G03-05","1с 8.3 внешние печатные формы упд","1с 8.3 внешние печатные формы упд","маркировка","group_cross","STEM_RISK","OK","","PASS"
"CORV-G08-02","","","","removed","correction","BLOCKING","removed","PASS"
"CORV-G06-03","","","","removed","correction","BLOCKING","removed","PASS"
"CORV-G05-01","","","","removed","correction","BLOCKING","removed","PASS"
"CORV-G03-05","","","","removed","correction","BLOCKING","removed","PASS"
"CORV-G03-03","","","","removed","correction","BLOCKING","removed","PASS"
"CORV-G02-04","","","","removed","correction","BLOCKING","removed","PASS"
"CORV-G02-05","","","","removed","correction","BLOCKING","removed","PASS"
"CORV-G02-06","","","","removed","correction","BLOCKING","removed","PASS"
"CORV-G02-02","","","","removed","correction","BLOCKING","removed","PASS"
"CORV-G01-07","","","","removed","correction","BLOCKING","removed","PASS"
"CORV-G01-04","","","","removed","correction","BLOCKING","removed","PASS"
"CORV-G01-03","","","","removed","correction","BLOCKING","removed","PASS"
"CORV-G01-08","","","","removed","correction","BLOCKING","removed","PASS"
