"keyword_id","group_id","positive_phrase","likely_intent","commercial_service","confidence","decision","reason","ad_match","landing_match","reviewer_status"
"kw-corv01-disc-870","CORV-G05-02","битрикс интеграция с 1с","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-880","CORV-G05-02","битрикс интернет магазины интеграцией 1с","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-861","CORV-G05-02","битрикс сайт интеграция с 1с","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-863","CORV-G05-02","битрикс управление сайтом интеграция с 1с","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-006","CORV-G05-02","интеграция 1с битрикс","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-885","CORV-G05-02","интеграция 1с битрикс и битрикс24","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-884","CORV-G05-02","интеграция 1с битрикс магазина с 1с","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-875","CORV-G05-02","интеграция 1с бухгалтерия битрикс","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-883","CORV-G05-02","интеграция 1с бухгалтерия и битрикс 24","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-871","CORV-G05-02","интеграция 1с и битрикс 24","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-876","CORV-G05-02","интеграция битрикс 1с ут","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-882","CORV-G05-02","интеграция битрикс 1с фреш","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-881","CORV-G05-02","интеграция битрикс 1с erp","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-886","CORV-G05-02","интеграция битрикс и 1с управление торговлей","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-872","CORV-G05-02","интеграция сайта 1с битрикс","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-873","CORV-G05-02","модули интеграции 1с битрикс","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-878","CORV-G05-02","настройка интеграции 1с и битрикс","Заказ настройки или подключения системы в 1С","Интеграция 1С и Битрикс","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-866","CORV-G05-01","1с настройка интеграции с сайтом","Заказ настройки или подключения системы в 1С","Интеграция 1С с сайтом","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-865","CORV-G05-01","1с унф интеграция с сайтом","Заказ настройки или подключения системы в 1С","Интеграция 1С с сайтом","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-005","CORV-G05-01","интеграция 1с с сайтом","Заказ настройки или подключения системы в 1С","Интеграция 1С с сайтом","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-860","CORV-G05-01","интеграция сайта с 1с","Заказ настройки или подключения системы в 1С","Интеграция 1С с сайтом","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-868","CORV-G05-01","интеграция сайта с 1с по api","Заказ настройки или подключения системы в 1С","Интеграция 1С с сайтом","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-867","CORV-G05-01","обмена с сайтом 1с интеграция","Заказ настройки или подключения системы в 1С","Интеграция 1С с сайтом","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-869","CORV-G05-01","сайт личного кабинета интеграция с 1с","Заказ настройки или подключения системы в 1С","Интеграция 1С с сайтом","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1976","CORV-G05-01","синхронизация сайта 1с","Коммерческий запрос по услуге группы CORV-G05-01","Интеграция 1С с сайтом","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-862","CORV-G05-01","управление сайтом интеграция с 1с","Заказ настройки или подключения системы в 1С","Интеграция 1С с сайтом","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2074","CORV-G05-03","1с касса синхронизация розница","Коммерческий запрос по услуге группы CORV-G05-03","Интеграция 1С с кассой","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2109","CORV-G05-03","1с касса синхронизация с бухгалтерией","Коммерческий запрос по услуге группы CORV-G05-03","Интеграция 1С с кассой","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2157","CORV-G05-03","1с мобильная касса настройка синхронизации","Заказ настройки или подключения системы в 1С","Интеграция 1С с кассой","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1974","CORV-G05-03","1с мобильная касса синхронизация","Коммерческий запрос по услуге группы CORV-G05-03","Интеграция 1С с кассой","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2165","CORV-G05-03","1с мобильная касса синхронизация с 1с бухгалтерия","Коммерческий запрос по услуге группы CORV-G05-03","Интеграция 1С с кассой","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2153","CORV-G05-03","1с мобильная касса синхронизация с 1с розница","Коммерческий запрос по услуге группы CORV-G05-03","Интеграция 1С с кассой","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G05-03-core-интеграция-1","CORV-G05-03","интеграция 1с с кассой","Заказ настройки или подключения системы в 1С","Интеграция 1С с кассой","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1912","CORV-G05-03","синхронизация 1с касса","Коммерческий запрос по услуге группы CORV-G05-03","Интеграция 1С с кассой","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-2145","CORV-G05-03","синхронизация 1с унф с кассой","Коммерческий запрос по услуге группы CORV-G05-03","Интеграция 1С с кассой","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G05-06-core-перенос-данн","CORV-G05-06","перенос данных в 1с","Коммерческий запрос по услуге группы CORV-G05-06","Перенос данных в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G05-06-core-миграция-дан","CORV-G05-06","миграция данных 1с","Коммерческий запрос по услуге группы CORV-G05-06","Перенос данных в 1С","MEDIUM","CONTROLLED TEST","ambiguous_commercial_mixed","partial","yes","REVIEWED"
"kw-corv01-disc-1877","CORV-G05-04","1с бп синхронизация","Коммерческий запрос по услуге группы CORV-G05-04","Синхронизация и обмен 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1888","CORV-G05-04","1с бух синхронизация","Коммерческий запрос по услуге группы CORV-G05-04","Синхронизация и обмен 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1875","CORV-G05-04","1с бухгалтерия синхронизация","Коммерческий запрос по услуге группы CORV-G05-04","Синхронизация и обмен 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1891","CORV-G05-04","1с зуп настройка синхронизации","Заказ настройки или подключения системы в 1С","Синхронизация и обмен 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1880","CORV-G05-04","1с настроить синхронизацию","Коммерческий запрос по услуге группы CORV-G05-04","Синхронизация и обмен 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1889","CORV-G05-04","1с розница синхронизация","Коммерческий запрос по услуге группы CORV-G05-04","Синхронизация и обмен 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1892","CORV-G05-04","1с сделать синхронизацию","Коммерческий запрос по услуге группы CORV-G05-04","Синхронизация и обмен 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1890","CORV-G05-04","1с синхронизация зуп бп","Коммерческий запрос по услуге группы CORV-G05-04","Синхронизация и обмен 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1884","CORV-G05-04","1с унф синхронизация","Коммерческий запрос по услуге группы CORV-G05-04","Синхронизация и обмен 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-012","CORV-G05-04","настройка синхронизации 1с","Заказ настройки или подключения системы в 1С","Синхронизация и обмен 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1874","CORV-G05-04","синхронизация 1с","Коммерческий запрос по услуге группы CORV-G05-04","Синхронизация и обмен 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1882","CORV-G05-04","синхронизация 1с ут","Коммерческий запрос по услуге группы CORV-G05-04","Синхронизация и обмен 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1886","CORV-G05-04","синхронизация баз 1с","Коммерческий запрос по услуге группы CORV-G05-04","Синхронизация и обмен 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1885","CORV-G05-04","синхронизация данных в 1с","Коммерческий запрос по услуге группы CORV-G05-04","Синхронизация и обмен 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1887","CORV-G05-04","синхронизация документов 1с","Коммерческий запрос по услуге группы CORV-G05-04","Синхронизация и обмен 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1881","CORV-G05-04","синхронизация между 1с","Коммерческий запрос по услуге группы CORV-G05-04","Синхронизация и обмен 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1879","CORV-G05-04","1с 8.3 зуп синхронизация","Коммерческий запрос по услуге группы CORV-G05-04","Синхронизация и обмен 1С","MEDIUM","CONTROLLED TEST","version_specific_curiosity","yes","yes","REVIEWED"
"kw-corv01-disc-1878","CORV-G05-04","1с бухгалтерия 8.3 синхронизация","Коммерческий запрос по услуге группы CORV-G05-04","Синхронизация и обмен 1С","MEDIUM","CONTROLLED TEST","version_specific_curiosity","yes","yes","REVIEWED"
"kw-corv01-disc-1876","CORV-G05-04","синхронизация 1с 8.3","Коммерческий запрос по услуге группы CORV-G05-04","Синхронизация и обмен 1С","MEDIUM","CONTROLLED TEST","version_specific_curiosity","yes","yes","REVIEWED"
"kw-corv01-disc-1883","CORV-G05-04","синхронизация зуп и 1с бухгалтерия 8.3","Коммерческий запрос по услуге группы CORV-G05-04","Синхронизация и обмен 1С","MEDIUM","CONTROLLED TEST","version_specific_curiosity","yes","yes","REVIEWED"
"seed-CORV-G05-05-core-настройка-об","CORV-G05-05","настройка обмена 1с","Заказ настройки или подключения системы в 1С","Настройка обмена 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G04-01-core-расчет-себес","CORV-G04-01","расчет себестоимости 1с","Коммерческий запрос по услуге группы CORV-G04-01","Расчёт себестоимости в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G04-01-core-себестоимост","CORV-G04-01","себестоимость в 1с","Коммерческий запрос по услуге группы CORV-G04-01","Расчёт себестоимости в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G04-02-core-планирование","CORV-G04-02","планирование закупок 1с","Коммерческий запрос по услуге группы CORV-G04-02","Планирование закупок в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G04-03-core-платежный-ка","CORV-G04-03","платежный календарь 1с","Коммерческий запрос по услуге группы CORV-G04-03","Платёжный календарь в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1417","CORV-G03-04","1с изменить печатную форму счета","Заказ доработки конфигурации или формы","Доработка печатной формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1631","CORV-G03-04","1с ут изменить печатную форму","Заказ доработки конфигурации или формы","Доработка печатной формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-010","CORV-G03-04","доработка печатной формы 1с","Заказ доработки конфигурации или формы","Доработка печатной формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1789","CORV-G03-04","1с 7.7 изменить печатную форму","Заказ доработки конфигурации или формы","Доработка печатной формы 1С","MEDIUM","CONTROLLED TEST","version_specific_curiosity","yes","yes","REVIEWED"
"kw-corv01-disc-1509","CORV-G03-04","1с 8.3 изменить печатную форму счета","Заказ доработки конфигурации или формы","Доработка печатной формы 1С","MEDIUM","CONTROLLED TEST","version_specific_curiosity","yes","yes","REVIEWED"
"kw-corv01-disc-1375","CORV-G03-04","изменить печатную форму 1с 8.3","Заказ доработки конфигурации или формы","Доработка печатной формы 1С","MEDIUM","CONTROLLED TEST","version_specific_curiosity","yes","yes","REVIEWED"
"kw-corv01-011","CORV-G03-06","доработка рмк 1с","Заказ доработки конфигурации или формы","Настройка РМК в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G03-06-core-настройка-рм","CORV-G03-06","настройка рмк 1с","Заказ настройки или подключения системы в 1С","Настройка РМК в 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1438","CORV-G03-05","1с 3.0 внешние печатные формы","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1434","CORV-G03-05","1с бп внешняя печатная форма","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1462","CORV-G03-05","1с бухгалтерия внешние печатные формы","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1412","CORV-G03-05","1с внешние печатные формы управляемые","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1334","CORV-G03-05","1с внешняя печатная форма","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1427","CORV-G03-05","1с внешняя печатная форма макет","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1388","CORV-G03-05","1с внешняя печатная форма обработки","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1440","CORV-G03-05","1с внешняя печатная форма счет","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1404","CORV-G03-05","1с внешняя печатная форма упд","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1420","CORV-G03-05","1с зуп внешняя печатная форма","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1415","CORV-G03-05","1с отладка внешней печатной формы","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1374","CORV-G03-05","1с печать внешней печатной формы","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1393","CORV-G03-05","1с создание внешней печатной формы","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1436","CORV-G03-05","1с ут внешняя печатная форма","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1371","CORV-G03-05","внешняя печатная форма документа 1с","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1411","CORV-G03-05","параметры внешней печатной формы 1с","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1460","CORV-G03-05","1с 8.3 внешние печатные формы упд","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","MEDIUM","CONTROLLED TEST","version_specific_curiosity","yes","yes","REVIEWED"
"kw-corv01-disc-1342","CORV-G03-05","внешние печатные формы 1с 8.3","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","MEDIUM","CONTROLLED TEST","version_specific_curiosity","yes","yes","REVIEWED"
"kw-corv01-disc-1431","CORV-G03-05","внешняя печатная форма 1с 8.3 управляемое","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","MEDIUM","CONTROLLED TEST","version_specific_curiosity","yes","yes","REVIEWED"
"kw-corv01-disc-1435","CORV-G03-05","создание внешних печатных форм 1с 8.3","Заказ доработки конфигурации или формы","Внешние отчёты и обработки 1С","MEDIUM","CONTROLLED TEST","version_specific_curiosity","yes","yes","REVIEWED"
"seed-CORV-G03-02-core-новый-отчет-","CORV-G03-02","новый отчет 1с","Коммерческий запрос по услуге группы CORV-G03-02","Создание отчёта 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G03-02-core-создание-отч","CORV-G03-02","создание отчета 1с","Коммерческий запрос по услуге группы CORV-G03-02","Создание отчёта 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-845","CORV-G03-01","1с доработка отчета движение денежных средств","Заказ доработки конфигурации или формы","Доработка и настройка отчёта 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-786","CORV-G03-01","1с доработка отчетов","Заказ доработки конфигурации или формы","Доработка и настройка отчёта 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-009","CORV-G03-01","доработка отчета 1с","Заказ доработки конфигурации или формы","Доработка и настройка отчёта 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"seed-CORV-G03-01-core-настройка-от","CORV-G03-01","настройка отчета 1с","Заказ настройки или подключения системы в 1С","Доработка и настройка отчёта 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1352","CORV-G03-03","1с 8 печатная форма","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1345","CORV-G03-03","1с вывести печатную форму","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1365","CORV-G03-03","1с изменение печатной формы","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1336","CORV-G03-03","1с макеты печатных форм","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1364","CORV-G03-03","1с печатная форма акта","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1354","CORV-G03-03","1с печатная форма договора","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1358","CORV-G03-03","1с печатная форма недоступна","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1344","CORV-G03-03","1с печатная форма печать","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1337","CORV-G03-03","1с печатные формы документов","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1351","CORV-G03-03","1с программно печатную форму","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1347","CORV-G03-03","1с унф печатные формы","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1353","CORV-G03-03","где в 1с печатные формы","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1341","CORV-G03-03","добавить печатную форму в 1с","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1359","CORV-G03-03","настройка печатных форм в 1с","Заказ настройки или подключения системы в 1С","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1356","CORV-G03-03","обработки печатная форма 1с","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1350","CORV-G03-03","параметры печатных форм 1с","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1343","CORV-G03-03","печатная форма 1с ут","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1357","CORV-G03-03","печатная форма отчета 1с","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1333","CORV-G03-03","печатные формы 1с","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1361","CORV-G03-03","печатные формы 1с бп","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1363","CORV-G03-03","печатные формы 1с конфигуратор","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1349","CORV-G03-03","создание печатной формы 1с","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1367","CORV-G03-03","страница печатной формы 1с","Заказ доработки конфигурации или формы","Печатные формы 1С","HIGH","ACTIVE COMMERCIAL","clear_commercial_service_intent","yes","yes","REVIEWED"
"kw-corv01-disc-1366","CORV-G03-03","макет печатной формы в 1с 8.3","Заказ доработки конфигурации или формы","Печатные формы 1С","MEDIUM","CONTROLLED TEST","version_specific_curiosity","yes","yes","REVIEWED"
"kw-corv01-disc-1335","CORV-G03-03","печатные формы 1с 8.3","Заказ доработки конфигурации или формы","Печатные формы 1С","MEDIUM","CONTROLLED TEST","version_specific_curiosity","yes","yes","REVIEWED"
